Type,Subject,Keywords,Release date,description,title,link
Analysis,Health,Cardiovascular diseases; Diet; Fish; Health surveys,2015-11-18,This is a health fact sheet about omega-3 fatty acid levels in Canadians aged 20 to 79. Results shown are based on data from the Canadian Health Measures Survey. ,"Omega-3 fatty acid levels of adults, 2012 and 2013",/n1/en/catalogue/82-625-x201500114245
Analysis,Agriculture,Vegetables; Provincial differences; Household income; Fruit; Food consumption; Educational attainment; Eating habits; Diet,2017-03-22,"This is a Health fact sheet about fruit and vegetable consumption among Canadians aged 12 and older. The results shown are based on Canadian Community Health Survey questions that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed.","Fruit and vegetable consumption, 2015",/n1/en/catalogue/82-625-X201700114764
Analysis,Agriculture,Nutrition; Food consumption; Eating habits; Diet,2017-06-20,"This is a health fact sheet about the nutrient intakes from food among Canadians aged one year and older. The results shown are based on data from the Canadian Community Health Survey – Nutrition, 2015 and 2004.","Nutrient intakes from food, 2015",/n1/en/catalogue/82-625-X201700114830
Analysis,Agriculture,Nutrition; Vitamins,2017-06-20,"This is a health fact sheet about the use of nutritional supplements among Canadians aged one year and older. The results shown are based on data from the Canadian Community Health Survey – Nutrition, 2015 and 2004.","Use of nutritional supplements, 2015",/n1/en/catalogue/82-625-X201700114831
Analysis,Agriculture,Vegetables; Fruit; Food consumption; Eating habits; Diet,2017-09-27,"This is a Health fact sheet about fruit and vegetable consumption among Canadians aged 12 and older. The results shown are based on Canadian Community Health Survey questions that measured the number of times respondents reported that they consumed fruit and vegetables, rather than the actual quantity consumed.","Fruit and vegetable consumption, 2016",/n1/en/catalogue/82-625-X201700154860
Analysis,Business and consumer services and culture,Accommodation; Alcoholic beverages; Amusement parks; Budgets; Business travel; Cabins; Campgrounds; Customers; Entertainment; Expenditures; Facilities; Financial performance indicators; Food purchased from restaurants; Golf courses; Historic parks and sites; Hotels and motels; Income distribution; Lodging houses; Meals; Merchandise; Methodology; Newspapers; Pamphlets; Parks; Passenger destinations; Periodicals; Provincial differences; Radio broadcasting; Recreational facilities; Restaurants; Services; Shopping; Size of business; Surveys; Taverns and bars; Television commercials; Travel agencies; Traveller accommodation; Travellers; Vacations,1999-11-24,"This chapter describes four specific industry sectors : accomodation services, restaurant services, travel agencies and tour operators, and Canadian tourist attractions. ",Tourism service industries,/n1/en/catalogue/87-403-x19970014747
Analysis,Business and consumer services and culture,Accommodation; Air transport; Air travel; Automobile rentals; Beverage industries; Buses; Campgrounds; Commodities; Databases; Demand; Economic characteristics; Economic impact; Entertainment; Expenditures; Food purchased from restaurants; Hotels and motels; Intercity bus service; Jobs; Limousine services; Motor vehicle parts; Taxes; Taxi services; Travel agencies; Travellers; Urban transit; Water transport,1999-11-24,"Tourism affects a number of industries. Hotels, travel agencies, airlines and restaurants are to varying degrees affected by tourism. Thus, tourism is not just one industry, but an amalgam of several, and the tourism phenomenon raises a number of questions because of its complexity, its various ramifications and its scope. ",Tourism in Canada and its various economic facets,/n1/en/catalogue/87-403-x19970014748
Analysis,Business and consumer services and culture,Accommodation; Accommodation service industry; Business travel; Foreign travellers; Hotels and motels; Industries; Occupancy rate; Operating expenditures; Profit margins; Sources of income; Travellers; Trends,2001-10-12,"This chapter describes three specific industry sectors, all very important to tourism: traveller accomodation services, food services and drinking places, travel agencies and tour operators. These sectors generated just over half of the goods and services purchased by all visitors in Canada in 1999. ",Tourism service industries,/n1/en/catalogue/87-403-x20010015903
Analysis,Manufacturing,Food processing; Market share; Productivity growth,2003-06-27,"Food processing is one of Canada's largest manufacturing industries, consisting of more than 3,000 establishments. Employing close to 230,000 people in 1998, it boasted a gross domestic product of $15 billion that same year. The relationship between the use of advanced manufacturing technology and firm performance during the 1990s, as measured by growth in labour productivity and growth in market share, is the subject of a recently released Statistics Canada study, which finds that a high-technology orientation is closely associated with success. ",Technology and performance in Canadian food processing,/n1/en/catalogue/88-003-x20030026560
Analysis,Manufacturing,Analytical products; Business revenue; Employment; Enterprises; Food; Size of business,2006-12-06,"Results from the Functional Foods and Nutraceuticals Survey 2005 indicate that there were 389 firms in Canada engaged in activities related to either functional foods, nutraceuticals or both during 2004/05. This article provides highlights of a group of firms which generates $29 billion in revenues and employs over 50,000 persons. ",Functional foods and nutraceuticals industry in Canada,/n1/en/catalogue/88-003-x20060039538
Analysis,Manufacturing,Analytical products; Bakery products; Business growth strategies; Cereals; Competitiveness; Country of control; Dairy products; Economic impact; Employees; Estimation methods; Fish processing; Food; Food industries; Food processing; Foreign ownership; Fruit; Gross domestic product; High technology; Human resources; Information systems; Manufacturing industries; Markets; Materials and supplies; Meat; Packaging materials; Quality control; Questionnaires; Response rate; Size of industry; Skills; Surveys; Technological change; Technological innovations; Vegetables,1999-12-20,"The food-processing industry benefits from a wide a range of new advanced technologies. Technological advances include computer-based information and control systems, as well as sophisticated processing and packaging methods that enhance product quality, improve food safety and reduce costs. Continuous quality improvement and benchmarking are examples of related business practices. This study examines the use of advanced technologies in the food-processing industry. It focuses not just on the incidence and intensity of use of these new technologies but also on the way technology relates to overall firm strategy. It also examines how technology use is affected by selected industry structural characteristics and how the adoption of technologies affects the performance of firms. It considers as well how the environment influences technological change. The nature and structure of the industry are shown to condition the competitive environment, the business strategies that are pursued, product characteristics and the role of technology. Firms make strategic choices in light of technological opportunities and the risks and opportunities provided by their competitive environments. They implement strategies through appropriate business practices and activities, including the development of core competencies in the areas of marketing, production and human resources, as well as technology. Firms that differ in size and nationality choose to pursue different technological strategies. This study focuses on how these differences are reflected in the different use of technology for large and small establishments, for foreign and domestic plants and for plants in different industries. ",Advanced Technology in the Canadian Food Industry,/n1/en/catalogue/88-518-x
